#
#   VizieR Astronomical Server vizier.cds.unistra.fr
#    Date: 2026-09-18T16:18:34 [V7.6]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	service_protocol=ASU	  IVOID of the protocol through which the data was retrieved
#INFO	request_date=2026-09-18T16:18:34	  Query execution date
#INFO	request=https://vizier.cds.unistra.fr/viz-bin/asu-tsv?-source=II/246&-c=&-c.rs=5&limit=5000&-out=2MASS,RAJ2000,DEJ2000,Kmag	  Full request URL
#INFO	contact=cds-question@unistra.fr	  Email or URL to contact publisher
#INFO	server_software=VizieR/7.6	  Software version
#INFO	publisher=CDS	  Data centre that produced the VOTable
#INFO	MaxTuples=50000	

#RESOURCE=yCat_2246
#Name: II/246
#Title: 2MASS All-Sky Catalog of Point Sources (Cutri+ 2003)
#INFO	ivoid=ivo://cds.vizier/ii/246	    IVOID of underlying data collection
#INFO	data_ivoid=ivo://cds.vizier/ii/246	    IVOID of underlying data collection
#INFO	creator=Cutri R.M.	    First author or institution
#INFO	cites=bibcode:2003yCat.2246....0C	    Bibcode of the dataset
#INFO	journal=yCat	    Journal name
#INFO	original_date=2003	    Year of the article publication
#INFO	reference_url=https://cdsarc.cds.unistra.fr/viz-bin/cat/II/246	    Dataset landing page
#INFO	publication_date=2025-03-11	    Date of first publication in the data centre
#INFO	rights_uri=https://cds.unistra.fr/vizier-org/licences_vizier.html	    Licence URI
#Table	II_246_out:
#Name: II/246/out
#Title: 2MASS Point Source Catalogue, output (on a total of 470,992,970 sources)
#Column	2MASS	(a17)	(designation) Source designation (1)	[ucd=meta.id;meta.main]
#Column	RAJ2000	(F10.6)	(ra) Right ascension (J2000)	[ucd=pos.eq.ra;meta.main]
#Column	DEJ2000	(F10.6)	(dec) Declination (J2000) (dec)	[ucd=pos.eq.dec;meta.main]
#Column	Kmag	(F6.3)	?(k_m) K selected default magnitude (2)	[ucd=phot.mag;em.IR.K]
2MASS	RAJ2000	DEJ2000	Kmag
03083995+0242324 	047.166498	+02.709027	15.655
03083344+0241564 	047.139337	+02.699013	14.673
03083522+0242477 	047.146775	+02.713266	14.320
03084701+0241395 	047.195884	+02.694320	13.237
03085110+0242142 	047.212948	+02.703950	15.025
03085104+0243176 	047.212690	+02.721558	13.862
03085040+0243474 	047.210016	+02.729855	10.787
03085192+0243439 	047.216373	+02.728886	15.296
03085283+0244100 	047.220129	+02.736120	14.440
03084939+0245080 	047.205808	+02.752232	15.197
03091044+0241540 	047.293527	+02.698353	14.003
03091119+0242469 	047.296627	+02.713037	16.202
03090747+0242116 	047.281155	+02.703246	15.840
03091364+0242244 	047.306853	+02.706794	15.304
03091762+0243362 	047.323429	+02.726732	14.640
03090471+0243007 	047.269636	+02.716881	12.196
03090376+0243042 	047.265698	+02.717842	15.617
03091049+0244128 	047.293711	+02.736906	15.558
03090757+0244573 	047.281546	+02.749263	15.497
03090820+0245326 	047.284182	+02.759072	15.216
03092085+0244188 	047.336893	+02.738581	13.056
03091903+0244471 	047.329317	+02.746425	 8.956
03091774+0245057 	047.323949	+02.751588	16.545
03092472+0245285 	047.353016	+02.757944	16.989
03092671+0245406 	047.361301	+02.761297	13.919
03092511+0246082 	047.354642	+02.768960	15.378
03091594+0245171 	047.316457	+02.754776	14.014
03091032+0245592 	047.293038	+02.766456	15.785
03085533+0244222 	047.230564	+02.739527	 8.201
03085338+0244432 	047.222447	+02.745340	12.302
03090118+0245348 	047.254918	+02.759688	16.160
03090034+0245441 	047.251442	+02.762262	14.194
03085529+0245557 	047.230409	+02.765477	15.959
03085894+0246134 	047.245595	+02.770414	15.597
03085428+0246304 	047.226197	+02.775112	15.336
03085773+0247113 	047.240576	+02.786494	16.061
03090700+0246141 	047.279197	+02.770596	13.398
03090529+0247052 	047.272052	+02.784782	15.561
03091418+0247584 	047.309094	+02.799572	15.915
03091622+0248170 	047.317590	+02.804726	15.708
03091375+0248372 	047.307311	+02.810358	14.872
03091122+0248538 	047.296781	+02.814951	11.326
03090556+0248488 	047.273203	+02.813573	14.485
03090744+0249395 	047.281017	+02.827657	13.510
03074242+0232360 	046.926757	+02.543361	15.704
03074760+0234238 	046.948339	+02.573302	14.372
03074797+0234376 	046.949904	+02.577121	15.728
03075102+0234542 	046.962599	+02.581744	15.430
03074056+0233542 	046.919024	+02.565058	16.578
03073524+0234249 	046.896862	+02.573588	12.455
03073686+0235024 	046.903608	+02.584002	16.001
03074513+0236218 	046.938075	+02.606077	11.921
03075830+0235491 	046.992918	+02.596997	15.250
03075492+0235393 	046.978874	+02.594277	13.756
03075580+0235599 	046.982516	+02.599986	15.482
03075350+0236122 	046.972953	+02.603397	11.910
03075886+0237233 	046.995275	+02.623150	11.684
03074682+0236199 	046.945086	+02.605532	15.974
03074994+0237163 	046.958101	+02.621210	16.025
03074822+0237321 	046.950935	+02.625607	15.170
03075586+0237098 	046.982754	+02.619400	15.157
03075075+0237393 	046.961488	+02.627591	15.217
03074995+0237489 	046.958134	+02.630255	12.871
03073158+0236131 	046.881617	+02.603657	15.575
03073939+0235451 	046.914157	+02.595883	15.660
03074765+0237521 	046.948582	+02.631160	15.223
03074243+0238010 	046.926830	+02.633638	15.014
03074786+0238207 	046.949424	+02.639105	15.398
03073863+0238133 	046.910966	+02.637050	14.740
03074069+0238190 	046.919583	+02.638630	14.828
03074264+0238579 	046.927702	+02.649424	15.656
03074173+0239574 	046.923898	+02.665963	16.215
03074275+0240365 	046.928155	+02.676830	10.773
03080500+0237127 	047.020849	+02.620206	15.824
03080616+0237496 	047.025690	+02.630462	13.385
03080832+0237593 	047.034677	+02.633145	13.080
03081241+0239114 	047.051748	+02.653181	12.955
03080657+0239055 	047.027392	+02.651550	14.265
03080796+0240026 	047.033192	+02.667390	13.404
03081424+0240517 	047.059343	+02.681029	15.679
03082215+0240418 	047.092301	+02.678289	15.144
03082064+0241595 	047.086020	+02.699869	12.922
03081192+0240401 	047.049707	+02.677807	16.447
03081125+0242251 	047.046896	+02.706981	13.404
03081639+0242514 	047.068299	+02.714302	15.278
03075528+0239228 	046.980373	+02.656358	15.633
03075050+0240007 	046.960448	+02.666880	13.761
03080170+0240323 	047.007101	+02.675647	14.563
03080366+0241148 	047.015276	+02.687456	15.516
03075728+0240511 	046.988689	+02.680866	16.007
03075342+0241275 	046.972599	+02.690997	14.359
03075499+0242098 	046.979136	+02.702727	14.540
03075671+0242158 	046.986297	+02.704389	 9.846
03075447+0242461 	046.976975	+02.712833	15.055
03080389+0242035 	047.016230	+02.700987	15.841
03080463+0243162 	047.019319	+02.721173	13.949
03080766+0243076 	047.031930	+02.718790	15.282
03080716+0243189 	047.029844	+02.721937	13.113
03081241+0243586 	047.051747	+02.732957	15.132
03075979+0243346 	046.999135	+02.726300	15.551
03075915+0244027 	046.996499	+02.734103	15.912
03080812+0244345 	047.033866	+02.742928	12.925
03072071+0238101 	046.836323	+02.636157	15.941
03072344+0238551 	046.847695	+02.648645	15.610
03072534+0239184 	046.855600	+02.655129	14.203
03072947+0239259 	046.872832	+02.657201	16.399
03071326+0238475 	046.805286	+02.646554	14.612
03072950+0240482 	046.872928	+02.680067	11.503
03073095+0240487 	046.878988	+02.680218	11.543
03073227+0242029 	046.884478	+02.700810	17.333
03071319+0240433 	046.804985	+02.678706	14.437
03071781+0240155 	046.824243	+02.670982	15.951
03071790+0241408 	046.824616	+02.694688	13.764
03070608+0241002 	046.775365	+02.683402	15.878
03070761+0242242 	046.781716	+02.706741	15.382
03071398+0243012 	046.808269	+02.717012	13.124
03072191+0241330 	046.841309	+02.692502	12.713
03072152+0242239 	046.839678	+02.706649	14.927
03072037+0242452 	046.834881	+02.712582	14.678
03072925+0243238 	046.871891	+02.723286	12.939
03072413+0243255 	046.850567	+02.723762	13.849
03072673+0243486 	046.861395	+02.730191	15.380
03074647+0242202 	046.943652	+02.705629	15.380
03075234+0243395 	046.968090	+02.727647	13.755
03074110+0243379 	046.921276	+02.727199	15.513
03074055+0243381 	046.918999	+02.727258	14.988
03074276+0244167 	046.928201	+02.737980	15.740
03074427+0244098 	046.934469	+02.736071	15.393
03074169+0244551 	046.923731	+02.748655	14.615
03074295+0245026 	046.928999	+02.750741	15.886
03074408+0245269 	046.933695	+02.757488	13.449
03075530+0243556 	046.980417	+02.732133	15.405
03080110+0245289 	047.004619	+02.758028	14.438
03075584+0245515 	046.982702	+02.764314	15.454
03075866+0246141 	046.994426	+02.770606	15.065
03075259+0245250 	046.969139	+02.756972	15.605
03074498+0245389 	046.937433	+02.760813	15.543
03075185+0246314 	046.966079	+02.775399	14.790
03075406+0247323 	046.975256	+02.792327	15.299
03073339+0244035 	046.889157	+02.734323	15.093
03073661+0244252 	046.902569	+02.740355	15.832
03073517+0244538 	046.896570	+02.748291	15.854
03073762+0245452 	046.906778	+02.762580	15.684
03073513+0245462 	046.896377	+02.762840	13.894
03072824+0245035 	046.867706	+02.750980	15.322
03072872+0245377 	046.869697	+02.760480	14.277
03073327+0246433 	046.888631	+02.778721	14.663
03073738+0247034 	046.905754	+02.784285	15.604
03073641+0247068 	046.901727	+02.785246	15.651
03073438+0247168 	046.893253	+02.788018	15.061
03074254+0246590 	046.927262	+02.783063	13.740
03074733+0247258 	046.947234	+02.790516	14.758
03075119+0248371 	046.963305	+02.810333	15.662
03074270+0247468 	046.927924	+02.796355	15.222
03074172+0248156 	046.923874	+02.804346	15.388
03074286+0248319 	046.928616	+02.808863	10.734
03082460+0242516 	047.102509	+02.714335	15.495
03082994+0242432 	047.124790	+02.712001	14.866
03082339+0244018 	047.097468	+02.733843	14.870
03082883+0244002 	047.120139	+02.733392	10.335
03082325+0244259 	047.096906	+02.740551	14.041
03083561+0244063 	047.148407	+02.735094	14.705
03083709+0244329 	047.154563	+02.742491	14.647
03083538+0245207 	047.147435	+02.755761	15.984
03084399+0245129 	047.183318	+02.753588	15.966
03084129+0245089 	047.172075	+02.752480	16.080
03084368+0245403 	047.182011	+02.761211	14.638
03083565+0245394 	047.148555	+02.760947	15.724
03083603+0245487 	047.150152	+02.763555	15.426
03083271+0246041 	047.136316	+02.767832	13.733
03083351+0246141 	047.139664	+02.770596	13.866
03083251+0246129 	047.135470	+02.770260	10.912
03083621+0246043 	047.150883	+02.767869	17.182
03081402+0244136 	047.058457	+02.737118	14.921
03081438+0244432 	047.059917	+02.745340	16.396
03082071+0246214 	047.086299	+02.772636	15.611
03080957+0245002 	047.039892	+02.750056	14.842
03081362+0245226 	047.056764	+02.756282	14.053
03081000+0245373 	047.041672	+02.760381	15.946
03081526+0246322 	047.063603	+02.775623	16.640
03082518+0246039 	047.104949	+02.767766	15.274
03083036+0246489 	047.126526	+02.780271	14.710
03083358+0248120 	047.139954	+02.803341	15.744
03082068+0247281 	047.086169	+02.791163	14.908
03081906+0247312 	047.079442	+02.792007	15.168
03081764+0248096 	047.073525	+02.802667	15.793
03084481+0247141 	047.186725	+02.787260	13.078
03084926+0247165 	047.205266	+02.787927	15.974
03085170+0247208 	047.215450	+02.789122	13.235
03084680+0249417 	047.195006	+02.828250	15.751
03085850+0250014 	047.243783	+02.833747	15.941
03090511+0250108 	047.271329	+02.836337	13.354
03090335+0250268 	047.263967	+02.840778	13.447
03085583+0250047 	047.232661	+02.834649	16.254
03085228+0250414 	047.217856	+02.844856	10.832
03085835+0251294 	047.243160	+02.858173	14.883
03083962+0248439 	047.165089	+02.812219	15.622
03083902+0250258 	047.162616	+02.840525	13.270
03083278+0249425 	047.136610	+02.828485	13.393
03083816+0251240 	047.159005	+02.856675	14.725
03083278+0251271 	047.136619	+02.857552	14.031
03083726+0251305 	047.155275	+02.858478	15.479
03083725+0252108 	047.155214	+02.869688	13.585
03084736+0251139 	047.197352	+02.853870	15.275
03085003+0251273 	047.208482	+02.857602	15.258
03085168+0251515 	047.215342	+02.864319	15.340
03084338+0251443 	047.180763	+02.862308	11.979
03084248+0253084 	047.177002	+02.885691	15.108
03084675+0253501 	047.194823	+02.897253	13.671
03080585+0245549 	047.024391	+02.765250	15.520
03080500+0246120 	047.020851	+02.770000	13.461
03080664+0246394 	047.027689	+02.777612	15.625
03081207+0248350 	047.050311	+02.809745	14.736
03075775+0248094 	046.990626	+02.802622	14.024
03080430+0249269 	047.017950	+02.824145	15.907
03080418+0249346 	047.017438	+02.826278	14.417
03080538+0249566 	047.022444	+02.832414	15.169
03081230+0248512 	047.051276	+02.814226	15.442
03082196+0250211 	047.091515	+02.839214	16.207
03082107+0250321 	047.087810	+02.842261	13.896
03081354+0250143 	047.056444	+02.837321	 9.398
03080870+0250133 	047.036255	+02.837039	11.599
03081465+0252009 	047.061067	+02.866934	15.709
03075307+0248254 	046.971145	+02.807077	15.295
03075380+0248483 	046.974184	+02.813430	15.474
03075252+0248436 	046.968853	+02.812124	15.629
03080239+0250439 	047.009990	+02.845545	15.060
03074922+0249394 	046.955097	+02.827627	15.861
03074823+0250303 	046.950997	+02.841760	14.239
03075341+0251447 	046.972544	+02.862436	13.114
03080096+0251132 	047.004030	+02.853678	13.037
03080491+0251580 	047.020475	+02.866117	15.485
03081260+0252440 	047.052534	+02.878904	12.236
03082958+0252059 	047.123268	+02.868323	15.329
03083215+0253060 	047.133984	+02.885027	12.935
03082942+0253487 	047.122588	+02.896881	15.387
03083524+0253072 	047.146844	+02.885360	15.427
03083683+0254006 	047.153466	+02.900194	15.588
03084055+0254137 	047.168977	+02.903830	11.427
03083934+0254574 	047.163945	+02.915958	14.021
03084043+0254598 	047.168490	+02.916625	15.765
03083317+0254313 	047.138212	+02.908705	15.759
03082954+0254213 	047.123093	+02.905929	15.653
03083521+0255057 	047.146731	+02.918277	15.394
03084007+0256063 	047.166985	+02.935108	15.669
03081427+0252574 	047.059482	+02.882626	14.633
03081675+0253146 	047.069808	+02.887411	14.983
03081980+0253168 	047.082532	+02.888021	12.090
03081643+0254243 	047.068459	+02.906750	15.911
03081833+0254514 	047.076402	+02.914284	15.736
03081989+0255219 	047.082879	+02.922774	15.240
03082462+0255090 	047.102621	+02.919185	15.545
03083343+0256326 	047.139331	+02.942405	13.961
03083083+0256489 	047.128492	+02.946929	15.522
03081705+0256428 	047.071069	+02.945242	13.386
03082694+0258144 	047.112291	+02.970678	15.711
03082604+0258282 	047.108530	+02.974508	15.423
03025466+0149272 	045.727788	+01.824247	12.179
03025081+0149299 	045.711731	+01.824998	15.204
03025218+0149483 	045.717445	+01.830092	15.350
03024667+0150148 	045.694482	+01.837463	17.206
03024883+0150209 	045.703497	+01.839149	15.097
03025038+0151086 	045.709931	+01.852409	15.018
03025854+0150033 	045.743957	+01.834271	15.883
03030175+0151060 	045.757318	+01.851668	13.395
03030923+0151509 	045.788497	+01.864166	10.968
03030631+0152047 	045.776294	+01.867982	15.127
03030507+0152086 	045.771163	+01.869080	15.272
03025243+0151247 	045.718499	+01.856887	15.538
03025380+0152332 	045.724202	+01.875903	15.784
03025384+0153000 	045.724355	+01.883336	15.673
03025912+0152220 	045.746367	+01.872798	15.508
03025754+0152256 	045.739786	+01.873782	15.053
03030263+0153265 	045.760966	+01.890701	14.703
03023843+0149509 	045.660147	+01.830816	15.358
03023990+0151524 	045.666275	+01.864572	13.703
03024634+0152295 	045.693113	+01.874885	15.710
03025591+0154020 	045.732963	+01.900563	17.277
03024881+0154290 	045.703388	+01.908057	16.128
03024450+0155099 	045.685454	+01.919444	14.063
03024760+0155337 	045.698372	+01.926046	13.922
03024882+0155367 	045.703457	+01.926882	11.722
03025066+0155526 	045.711086	+01.931304	12.635
03031759+0153402 	045.823301	+01.894522	15.175
03031925+0154141 	045.830235	+01.903939	14.836
03031874+0154212 	045.828106	+01.905900	15.408
03030533+0153278 	045.772222	+01.891074	14.763
03030711+0153417 	045.779661	+01.894927	15.330
03030403+0154303 	045.766821	+01.908443	15.778
03030917+0154332 	045.788243	+01.909230	15.982
03030800+0154338 	045.783349	+01.909391	15.312
03031273+0155328 	045.803056	+01.925805	15.397
03032102+0154246 	045.837605	+01.906842	15.752
03031976+0154531 	045.832341	+01.914772	15.463
03032271+0155147 	045.844653	+01.920770	15.163
03032118+0155309 	045.838258	+01.925261	15.010
03032119+0155347 	045.838325	+01.926328	14.459
03032083+0155372 	045.836794	+01.927003	14.988
03032455+0156207 	045.852297	+01.939084	14.847
03032149+0156305 	045.839545	+01.941820	15.614
03031568+0155384 	045.815354	+01.927336	14.783
03031586+0156061 	045.816099	+01.935030	15.310
03031685+0156086 	045.820235	+01.935731	15.647
03031597+0156136 	045.816583	+01.937128	15.263
03031721+0156534 	045.821744	+01.948172	15.210
03032205+0156546 	045.841916	+01.948503	16.712
03031962+0157000 	045.831774	+01.950020	15.458
03031922+0157149 	045.830096	+01.954158	14.296
03025698+0155438 	045.737436	+01.928854	14.577
03025519+0156344 	045.729991	+01.942905	14.678
03025614+0157023 	045.733938	+01.950657	17.294
03025966+0157260 	045.748620	+01.957243	15.214
03030778+0157367 	045.782425	+01.960205	13.647
03031517+0158127 	045.813217	+01.970211	15.856
03031589+0158311 	045.816246	+01.975314	15.480
03030394+0159111 	045.766431	+01.986432	13.756
03030968+0200177 	045.790364	+02.004944	14.658
03022708+0153326 	045.612847	+01.892407	16.076
03023338+0153552 	045.639109	+01.898673	14.492
03023199+0153557 	045.633304	+01.898831	14.937
03023436+0154181 	045.643167	+01.905038	16.098
03022915+0153541 	045.621473	+01.898369	15.717
03022395+0153291 	045.599816	+01.891426	15.699
03022219+0154056 	045.592471	+01.901573	14.972
03022667+0154144 	045.611136	+01.904013	14.345
03022640+0154253 	045.610018	+01.907035	15.867
03022182+0154098 	045.590920	+01.902737	11.647
03022601+0155412 	045.608400	+01.928113	14.127
03022748+0155505 	045.614531	+01.930702	14.582
03023654+0154408 	045.652260	+01.911355	14.914
03023967+0155013 	045.665319	+01.917036	15.553
03023621+0154564 	045.650901	+01.915669	15.165
03024544+0155492 	045.689337	+01.930335	15.693
03024423+0155444 	045.684304	+01.929022	13.886
03024563+0155595 	045.690145	+01.933202	15.172
03021676+0154234 	045.569853	+01.906513	14.869
03021598+0154361 	045.566601	+01.910047	14.733
03021693+0156134 	045.570563	+01.937063	15.362
03022283+0155444 	045.595132	+01.929015	14.612
03021306+0155370 	045.554444	+01.926968	14.320
03021561+0156295 	045.565074	+01.941552	11.089
03020889+0156182 	045.537075	+01.938414	15.405
03021738+0156542 	045.572447	+01.948391	12.259
03022946+0158361 	045.622769	+01.976711	15.394
03023227+0159017 	045.634483	+01.983826	12.445
03021852+0158481 	045.577181	+01.980031	15.186
03021961+0159101 	045.581739	+01.986153	15.350
03025315+0157436 	045.721498	+01.962125	15.874
03025304+0158199 	045.721004	+01.972222	15.037
03025457+0159049 	045.727413	+01.984700	15.322
03023936+0158366 	045.664024	+01.976835	15.321
03025001+0159096 	045.708387	+01.986001	13.493
03025946+0200048 	045.747789	+02.001343	11.845
03025967+0200089 	045.748665	+02.002473	13.587
03025759+0200198 	045.739990	+02.005504	14.358
03030640+0201231 	045.776680	+02.023105	 9.995
03025328+0200242 	045.722003	+02.006725	15.495
03025531+0201207 	045.730464	+02.022438	16.068
03025651+0201287 	045.735467	+02.024665	15.315
03024305+0159501 	045.679396	+01.997274	15.625
03023936+0159545 	045.664032	+01.998494	15.038
03023565+0159401 	045.648577	+01.994496	13.483
03023722+0200136 	045.655122	+02.003780	15.967
03023875+0200332 	045.661470	+02.009227	13.243
03023838+0200368 	045.659919	+02.010235	15.247
03024275+0200034 	045.678165	+02.000950	15.904
03024131+0200194 	045.672165	+02.005402	13.861
03024208+0200263 	045.675369	+02.007311	15.815
03024291+0201462 	045.678810	+02.029527	15.391
03023118+0200360 	045.629933	+02.010001	14.713
03022991+0201172 	045.624655	+02.021458	15.351
03023362+0201520 	045.640108	+02.031112	15.718
03024008+0202371 	045.667001	+02.043666	15.858
03025306+0201593 	045.721095	+02.033150	15.340
03024815+0202414 	045.700628	+02.044843	15.969
03025399+0202154 	045.724978	+02.037633	15.800
03025426+0202221 	045.726092	+02.039483	13.259
03025562+0203075 	045.731777	+02.052105	15.993
03024395+0202469 	045.683154	+02.046377	13.144
03025008+0203350 	045.708705	+02.059735	15.495
03024659+0204392 	045.694153	+02.077580	13.537
03024959+0204297 	045.706638	+02.074929	15.536
03024937+0204419 	045.705746	+02.078307	15.447
03032815+0157386 	045.867311	+01.960723	14.887
03033552+0158134 	045.898027	+01.970395	14.767
03033728+0158396 	045.905352	+01.977674	15.169
03033359+0158417 	045.889985	+01.978257	15.943
03033295+0158500 	045.887306	+01.980576	15.019
03032545+0158320 	045.856049	+01.975567	15.750
03032796+0158334 	045.866509	+01.975972	15.240
03032865+0158378 	045.869379	+01.977170	15.404
03032891+0158472 	045.870463	+01.979793	15.327
03032488+0159294 	045.853695	+01.991506	14.819
03032928+0200154 	045.872016	+02.004290	15.659
03034149+0158454 	045.922893	+01.979287	14.255
03033537+0200313 	045.897394	+02.008717	13.328
03033464+0200398 	045.894337	+02.011064	13.703
03033634+0201070 	045.901440	+02.018628	15.387
03034163+0201091 	045.923461	+02.019206	15.780
03032706+0200495 	045.862757	+02.013755	14.968
03031882+0200438 	045.828456	+02.012170	15.593
03031829+0200536 	045.826210	+02.014897	16.090
03031464+0200494 	045.811026	+02.013736	13.336
03032224+0202030 	045.842695	+02.034175	15.860
03031821+0201468 	045.825907	+02.029683	17.238
03033049+0202481 	045.877074	+02.046708	14.126
03033478+0203281 	045.894948	+02.057825	14.296
03033324+0204341 	045.888500	+02.076157	12.355
03035060+0201398 	045.960860	+02.027731	14.248
03035736+0202258 	045.989024	+02.040523	15.166
03035450+0203419 	045.977123	+02.061659	14.794
03035220+0204043 	045.967539	+02.067887	14.195
03035517+0204386 	045.979885	+02.077412	14.611
03040149+0204526 	046.006249	+02.081299	12.337
03040726+0205174 	046.030267	+02.088167	14.398
03040883+0206034 	046.036832	+02.100945	14.581
03035516+0205010 	045.979845	+02.083631	12.033
03035653+0206002 	045.985543	+02.100081	15.694
